"Date","October-04-2023"
"Time","00h12m07s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.999998e-02
"Number of Measurements",512
"Record Rate",1
"Record Time [s]",1.535999e+01
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,3.217351e-01,-8.682450e-01,3.776732e-01,-3.483371e+01,1.109482e+01,6.608676e-01,1.564917e+02,4.591982e+01,-2.552034e+01,2.805211e-06,
2.999998e-02,3.216242e-01,-8.686394e-01,3.768601e-01,-3.484116e+01,1.106966e+01,6.608121e-01,1.565463e+02,4.592920e+01,-2.552355e+01,2.803141e-06,
5.999997e-02,3.216355e-01,-8.686793e-01,3.767584e-01,-3.484126e+01,1.106652e+01,6.608177e-01,1.565529e+02,4.590649e+01,-2.552271e+01,2.803684e-06,
8.999995e-02,3.217638e-01,-8.684416e-01,3.771966e-01,-3.483499e+01,1.108007e+01,6.608819e-01,1.565229e+02,4.592072e+01,-2.552131e+01,2.804590e-06,
1.199999e-01,3.220280e-01,-8.681986e-01,3.775304e-01,-3.482471e+01,1.109040e+01,6.610140e-01,1.564985e+02,4.592321e+01,-2.551772e+01,2.806910e-06,
1.499999e-01,3.212137e-01,-8.686417e-01,3.772045e-01,-3.485309e+01,1.108032e+01,6.606069e-01,1.565273e+02,4.592822e+01,-2.552033e+01,2.805221e-06,
1.799999e-01,3.216508e-01,-8.685357e-01,3.770763e-01,-3.483928e+01,1.107635e+01,6.608254e-01,1.565318e+02,4.593135e+01,-2.552097e+01,2.804805e-06,
2.099999e-01,3.214134e-01,-8.687769e-01,3.767230e-01,-3.484875e+01,1.106542e+01,6.607067e-01,1.565573e+02,4.591173e+01,-2.552139e+01,2.804536e-06,
2.399999e-01,3.214335e-01,-8.685820e-01,3.771550e-01,-3.484608e+01,1.107878e+01,6.607167e-01,1.565286e+02,4.592695e+01,-2.551972e+01,2.805614e-06,
2.699999e-01,3.217105e-01,-8.684362e-01,3.772544e-01,-3.483648e+01,1.108186e+01,6.608552e-01,1.565196e+02,4.592149e+01,-2.551991e+01,2.805495e-06,
