"Date","October-04-2023"
"Time","01h05m04s"
"PAX Card Serial","M00255249"
"PAX Card Name","PAX5710 Polarization Analyzing System"
"PAX Card Next Cal","September-19-2013"
"PAX Sensor Serial","M00255490"
"PAX Sensor Name","PAN5710VIS (400 - 700nm)"
"PAX Sensor Next Cal","September-19-2012"
"Wavelength [m]",6.330000e-07
"Basic Sample Rate [SPS]",6.666670e+01
"Power Range [dBm]","Auto"
"Azimuth Offset [°]",0.000000e+00
"Number of Basic Periods",2
"Signal Averaging",1
"Result Averaging",1
"Sample Time [s]",2.999998e-02
"Number of Measurements",215
"Record Rate",1
"Record Time [s]",6.449997e+00
"Pretrigger Measurements",0
"Pretrigger Time [s]",0.000000e+00
"Trigger Source","Auto"
"Time Stamp [s]","Stokes 1","Stokes 2","Stokes 3","Azimuth [°]","Ellipticity [°]","Power Split Ratio","Phase Difference [°]","DOP [%]","Power [dBm]","Power [W]"
0.000000e+00,-6.626697e-01,3.624575e-01,6.553575e-01,7.566143e+01,2.047338e+01,1.686652e-01,6.105441e+01,5.146196e+01,-2.528452e+01,2.961745e-06,
2.999998e-02,-6.631322e-01,3.618203e-01,6.552418e-01,7.569105e+01,2.046899e+01,1.684339e-01,6.109280e+01,5.142641e+01,-2.528609e+01,2.960678e-06,
5.999997e-02,-6.622146e-01,3.630735e-01,6.554765e-01,7.563264e+01,2.047790e+01,1.688927e-01,6.101759e+01,5.144967e+01,-2.528023e+01,2.964677e-06,
8.999995e-02,-6.633402e-01,3.616640e-01,6.551175e-01,7.570003e+01,2.046428e+01,1.683299e-01,6.109868e+01,5.143433e+01,-2.528266e+01,2.963019e-06,
1.199999e-01,-6.626887e-01,3.621240e-01,6.555226e-01,7.567287e+01,2.047964e+01,1.686556e-01,6.108284e+01,5.141167e+01,-2.528293e+01,2.962835e-06,
1.499999e-01,-6.623577e-01,3.629460e-01,6.554026e-01,7.563950e+01,2.047509e+01,1.688212e-01,6.102339e+01,5.148222e+01,-2.528432e+01,2.961883e-06,
1.799999e-01,-6.627622e-01,3.623157e-01,6.553424e-01,7.566783e+01,2.047281e+01,1.686189e-01,6.106334e+01,5.143483e+01,-2.528280e+01,2.962923e-06,
2.099999e-01,-6.626684e-01,3.628085e-01,6.551646e-01,7.564973e+01,2.046606e+01,1.686658e-01,6.102376e+01,5.142376e+01,-2.528169e+01,2.963677e-06,
2.399999e-01,-6.632258e-01,3.623118e-01,6.548754e-01,7.567639e+01,2.045510e+01,1.683871e-01,6.104631e+01,5.143114e+01,-2.528498e+01,2.961435e-06,
2.699999e-01,-6.624201e-01,3.624090e-01,6.556366e-01,7.565850e+01,2.048397e+01,1.687899e-01,6.106799e+01,5.142745e+01,-2.528148e+01,2.963822e-06,
2.999998e-01,-6.621877e-01,3.627240e-01,6.556971e-01,7.564378e+01,2.048627e+01,1.689061e-01,6.104914e+01,5.145568e+01,-2.527797e+01,2.966215e-06,
3.299998e-01,-6.624713e-01,3.624723e-01,6.555499e-01,7.565733e+01,2.048068e+01,1.687644e-01,6.106054e+01,5.146583e+01,-2.527676e+01,2.967047e-06,
3.599998e-01,-6.631927e-01,3.623621e-01,6.548810e-01,7.567412e+01,2.045531e+01,1.684036e-01,6.104315e+01,5.141077e+01,-2.527819e+01,2.966066e-06,
3.899998e-01,-6.636204e-01,3.618404e-01,6.547362e-01,7.569924e+01,2.044983e+01,1.681898e-01,6.107274e+01,5.143335e+01,-2.528163e+01,2.963719e-06,
4.199998e-01,-6.621165e-01,3.627356e-01,6.557626e-01,7.564210e+01,2.048875e+01,1.689418e-01,6.105079e+01,5.144004e+01,-2.527877e+01,2.965674e-06,
4.499998e-01,-6.627862e-01,3.621572e-01,6.554057e-01,7.567355e+01,2.047521e+01,1.686069e-01,6.107630e+01,5.142126e+01,-2.527818e+01,2.966073e-06,
4.799997e-01,-6.625336e-01,3.624961e-01,6.554737e-01,7.565767e+01,2.047779e+01,1.687332e-01,6.105613e+01,5.146450e+01,-2.528309e+01,2.962723e-06,
5.099997e-01,-6.631811e-01,3.621306e-01,6.550208e-01,7.568161e+01,2.046061e+01,1.684094e-01,6.106383e+01,5.141658e+01,-2.528322e+01,2.962635e-06,
5.399997e-01,-6.627622e-01,3.626216e-01,6.551732e-01,7.565765e+01,2.046639e+01,1.686189e-01,6.103659e+01,5.145073e+01,-2.528022e+01,2.964678e-06,
5.699997e-01,-6.630214e-01,3.617335e-01,6.554018e-01,7.569193e+01,2.047506e+01,1.684893e-01,6.110454e+01,5.141990e+01,-2.527985e+01,2.964932e-06,
5.999997e-01,-6.626118e-01,3.623985e-01,6.554487e-01,7.566234e+01,2.047684e+01,1.686941e-01,6.106173e+01,5.143641e+01,-2.528194e+01,2.963507e-06,
6.299997e-01,-6.626182e-01,3.623452e-01,6.554717e-01,7.566423e+01,2.047771e+01,1.686909e-01,6.106615e+01,5.146894e+01,-2.528104e+01,2.964119e-06,
6.599996e-01,-6.626603e-01,3.626502e-01,6.552603e-01,7.565485e+01,2.046970e+01,1.686698e-01,6.103790e+01,5.142124e+01,-2.528075e+01,2.964316e-06,
6.899996e-01,-6.630306e-01,3.625687e-01,6.549308e-01,7.566430e+01,2.045720e+01,1.684847e-01,6.103115e+01,5.144837e+01,-2.528136e+01,2.963904e-06,
7.199996e-01,-6.624200e-01,3.621967e-01,6.557540e-01,7.566557e+01,2.048842e+01,1.687900e-01,6.108654e+01,5.142262e+01,-2.527752e+01,2.966526e-06,
7.499996e-01,-6.623657e-01,3.627220e-01,6.555184e-01,7.564709e+01,2.047949e+01,1.688171e-01,6.104267e+01,5.145637e+01,-2.527800e+01,2.966197e-06,
7.799996e-01,-6.627571e-01,3.621761e-01,6.554247e-01,7.567239e+01,2.047593e+01,1.686214e-01,6.107574e+01,5.144942e+01,-2.527910e+01,2.965444e-06,
8.099996e-01,-6.629997e-01,3.620679e-01,6.552391e-01,7.568040e+01,2.046889e+01,1.685002e-01,6.107611e+01,5.140306e+01,-2.527787e+01,2.966283e-06,
8.399996e-01,-6.635892e-01,3.617489e-01,6.548184e-01,7.570172e+01,2.045294e+01,1.682054e-01,6.108192e+01,5.142603e+01,-2.528589e+01,2.960812e-06,
8.699995e-01,-6.622697e-01,3.623911e-01,6.557984e-01,7.565636e+01,2.049011e+01,1.688651e-01,6.107517e+01,5.144077e+01,-2.528109e+01,2.964090e-06,
8.999995e-01,-6.624396e-01,3.625675e-01,6.555292e-01,7.565358e+01,2.047989e+01,1.687802e-01,6.105340e+01,5.145199e+01,-2.528001e+01,2.964826e-06,
